# returns,episode_length
1.534524311023019116e+01,1.900000000000000000e+01
3.241764368594361656e+01,4.000000000000000000e+01
1.213000696801617373e+00,2.000000000000000000e+00
7.446445499459088957e+00,9.000000000000000000e+00
1.466400379667012110e+01,1.700000000000000000e+01
1.987888677414738936e+01,2.500000000000000000e+01
1.365235174779770766e+01,1.900000000000000000e+01
1.014489322051569609e+01,1.200000000000000000e+01
6.432044433857513788e+00,9.000000000000000000e+00
3.087666620997743649e+01,4.000000000000000000e+01
3.021893493662326691e+01,4.000000000000000000e+01
2.971893226869597271e+01,4.000000000000000000e+01
3.295355450236966277e+01,4.000000000000000000e+01
2.041798949973663824e+01,2.500000000000000000e+01
3.061806449779973960e+01,4.000000000000000000e+01
3.171699026471956984e+01,4.000000000000000000e+01
1.303328509118036216e+01,1.700000000000000000e+01
3.085043896874641689e+01,4.000000000000000000e+01
3.268423095522331323e+01,4.000000000000000000e+01
3.151784770659799761e+01,4.000000000000000000e+01
2.963179853725453583e+01,4.000000000000000000e+01
2.659512202479559306e+01,3.500000000000000000e+01
1.821306618194251570e+01,2.300000000000000000e+01
3.008622121086096257e+01,4.000000000000000000e+01
2.975291933296830749e+01,4.000000000000000000e+01
3.081959844516077851e+01,4.000000000000000000e+01
1.518515444243240431e+01,1.800000000000000000e+01
1.111893273899207912e+01,1.500000000000000000e+01
2.748684165908245802e+01,3.400000000000000000e+01
8.565376963808404298e+00,1.100000000000000000e+01
3.028657806765119176e+01,4.000000000000000000e+01
1.357854039481646780e+01,1.600000000000000000e+01
2.948385891321414221e+01,4.000000000000000000e+01
3.065226527356661634e+01,4.000000000000000000e+01
2.982022116872845530e+01,4.000000000000000000e+01
3.128603176445902889e+01,4.000000000000000000e+01
8.178490415055049922e+00,1.000000000000000000e+01
4.180078802134137739e+00,6.000000000000000000e+00
2.814081291144677976e+01,3.300000000000000000e+01
3.065013055975917311e+01,4.000000000000000000e+01
3.098320528006102137e+01,4.000000000000000000e+01
1.281796689235080322e+01,1.600000000000000000e+01
2.975293177768333663e+01,4.000000000000000000e+01
2.616517991914837893e+01,3.300000000000000000e+01
3.087582936147322954e+01,3.900000000000000000e+01
1.960964003491321606e+01,2.400000000000000000e+01
3.068688783570293666e+01,4.000000000000000000e+01
3.016871760539184066e+01,4.000000000000000000e+01
2.318536779933112157e+01,3.100000000000000000e+01
1.179733713000762130e+01,1.300000000000000000e+01
2.902018045255967493e+01,4.000000000000000000e+01
3.095124229838089391e+01,4.000000000000000000e+01
2.078626555309104873e+01,2.800000000000000000e+01
3.239852698158685484e+01,4.000000000000000000e+01
3.095355450236967698e+01,4.000000000000000000e+01
2.958513766286317903e+01,4.000000000000000000e+01
2.903204444774462445e+01,3.600000000000000000e+01
3.181902576397589399e+01,4.000000000000000000e+01
3.175355450236966703e+01,4.000000000000000000e+01
1.351611264571154791e+01,1.700000000000000000e+01
3.185293100980116066e+01,4.000000000000000000e+01
8.519316591891076484e+00,1.000000000000000000e+01
1.084385264581652919e+01,1.400000000000000000e+01
3.230951870294528305e+01,4.000000000000000000e+01
3.093072095938705246e+01,4.000000000000000000e+01
3.085203990305552324e+01,4.000000000000000000e+01
3.211350900854449009e+01,4.000000000000000000e+01
3.308688783570299563e+01,4.000000000000000000e+01
3.189975882512644390e+01,4.000000000000000000e+01
1.448379065377153019e+01,1.800000000000000000e+01
3.175293177849409432e+01,4.000000000000000000e+01
3.152021398793521101e+01,4.000000000000000000e+01
2.918687988810065193e+01,4.000000000000000000e+01
3.095355450236967698e+01,4.000000000000000000e+01
6.096054781292773228e+00,8.000000000000000000e+00
3.309706582745331360e+01,4.000000000000000000e+01
3.208351736988723957e+01,4.000000000000000000e+01
9.695470281151848724e+00,1.200000000000000000e+01
2.935225963114981340e+01,4.000000000000000000e+01
2.989670690410275000e+01,4.000000000000000000e+01
1.572810694894145911e+01,2.000000000000000000e+01
3.050235837544973094e+01,4.000000000000000000e+01
2.990204014588017856e+01,4.000000000000000000e+01
2.991786817254690689e+01,4.000000000000000000e+01
1.186400379667066218e+01,1.400000000000000000e+01
1.701214851317736887e+01,2.200000000000000000e+01
1.146671282919057155e+01,1.400000000000000000e+01
2.520000080080132676e+01,3.500000000000000000e+01
3.175103448543114482e+01,4.000000000000000000e+01
3.036474784639889890e+01,4.000000000000000000e+01
7.120215769650982018e+00,1.000000000000000000e+01
3.268626441694112827e+01,4.000000000000000000e+01
2.828684510600219326e+01,4.000000000000000000e+01
2.941870859537198868e+01,4.000000000000000000e+01
3.324983534571604338e+01,4.000000000000000000e+01
3.295355450078172765e+01,4.000000000000000000e+01
3.092022116903634910e+01,4.000000000000000000e+01
2.808599415295330459e+01,4.000000000000000000e+01
3.218508763371059445e+01,4.000000000000000000e+01
1.852947397230433069e+01,2.500000000000000000e+01
3.098625163405792193e+01,4.000000000000000000e+01
3.181516747986805171e+01,4.000000000000000000e+01
2.978559294720605521e+01,4.000000000000000000e+01
2.995219668594023332e+01,4.000000000000000000e+01
2.958599394369108637e+01,4.000000000000000000e+01
3.156542705013091421e+01,4.000000000000000000e+01
