# Loss,rewards
3.896228969097137451e-01,7.993780516752840848e-01
3.270900249481201172e-01,7.999992252295410333e-01
3.769498467445373535e-01,8.327127609338779157e-01
2.739660143852233887e-01,8.660005837087236813e-01
3.300926089286804199e-01,9.824413462059347069e-01
2.727737128734588623e-01,6.666666666666665186e-02
2.867363095283508301e-01,7.508916323731139597e-01
3.702320456504821777e-01,7.356455373221110206e-01
3.228828310966491699e-01,8.494128553949557014e-01
1.786374300718307495e-01,8.304512514725271854e-01
3.228043913841247559e-01,0.000000000000000000e+00
3.690416216850280762e-01,9.824417009602194328e-01
2.921524345874786377e-01,9.976877960112222610e-01
3.605517745018005371e-01,9.996955122319305387e-01
2.675830721855163574e-01,9.999599028453571847e-01
2.476636767387390137e-01,9.661894073513659364e-01
3.891915678977966309e-01,9.666658592713580633e-01
3.122542500495910645e-01,6.666666666666665186e-02
4.039970636367797852e-01,8.327113850086175217e-01
2.686989307403564453e-01,7.175567607980314344e-01
3.738783895969390869e-01,7.023121980100127670e-01
3.267521858215332031e-01,7.003044877448946215e-01
3.793891072273254395e-01,7.000400971545531759e-01
2.886641621589660645e-01,7.000052802837385402e-01
3.312601149082183838e-01,7.000006953460067294e-01
3.173349499702453613e-01,7.333333333333333925e-01
1.862351000308990479e-01,8.491066305888752552e-01
2.736932039260864258e-01,8.643544624594988735e-01
2.925333976745605469e-01,8.663621791059311628e-01
2.662126123905181885e-01,7.508515352460046755e-01
3.252100348472595215e-01,7.356402570419983133e-01
2.912140786647796631e-01,7.336371257558735870e-01
2.533222436904907227e-01,7.333733389198405783e-01
3.628111481666564941e-01,8.491136358522698435e-01
3.892671167850494385e-01,9.801301907295170146e-01
2.656890153884887695e-01,6.666666666666665186e-02
2.449238300323486328e-01,8.333333333333333703e-01
1.386522352695465088e-01,9.491083676268861069e-01
2.540490627288818359e-01,9.643544626778890461e-01
2.899049520492553711e-01,9.663621788985971017e-01
2.975341677665710449e-01,9.994880707786825136e-01
4.223626255989074707e-01,9.999946077661473476e-01
2.848286628723144531e-01,9.999993046532535956e-01
3.032281994819641113e-01,6.666666666666665186e-02
2.070557773113250732e-01,9.824417009602194328e-01
3.016564846038818359e-01,9.976877960112222610e-01
1.819904446601867676e-01,6.666666666666665186e-02
3.150348663330078125e-01,9.824417009602194328e-01
2.634170055389404297e-01,9.976877960112222610e-01
2.383294552564620972e-01,9.996955122319305387e-01
3.208568096160888672e-01,3.333333333333336063e-02
2.648922801017761230e-01,6.842249657064471968e-01
3.282281756401062012e-01,7.847539049489972163e-01
2.431944310665130615e-01,7.979922837792918777e-01
2.679644823074340820e-01,8.324483704402059203e-01
3.820359706878662109e-01,6.666666666666665186e-02
2.642526924610137939e-01,6.842249657064471968e-01
3.333755433559417725e-01,6.689788706554443687e-01
2.685468494892120361e-01,6.669711544347362020e-01
3.472688198089599609e-01,7.824817981148624035e-01
1.697428524494171143e-01,7.976930762949612230e-01
3.166729807853698730e-01,7.996962075779373569e-01
3.649458885192871094e-01,7.999599944135554752e-01
3.776374459266662598e-01,9.157697660681773932e-01
2.007651776075363159e-01,9.310204355864813985e-01
3.969956040382385254e-01,9.330287542061759254e-01
3.045738339424133301e-01,9.332932241478640867e-01
4.870682954788208008e-01,8.175530171717352301e-01
3.245221376419067383e-01,9.180865427276908575e-01
3.336789906024932861e-01,9.313255255169524682e-01
3.181713819503784180e-01,0.000000000000000000e+00
3.376315236091613770e-01,8.327113850086175217e-01
3.205416202545166016e-01,9.491080333766447330e-01
3.094358444213867188e-01,9.305590768575441318e-01
2.044329643249511719e-01,8.172535276975704255e-01
2.757796943187713623e-01,6.864970720182338448e-01
2.803799510002136230e-01,7.017195446920364565e-01
3.145327866077423096e-01,8.161171348044417018e-01
2.962200641632080078e-01,9.468414487475372843e-01
2.570986151695251465e-01,9.640559384811976384e-01
3.494915366172790527e-01,8.505478327766740065e-01
2.753980159759521484e-01,8.356002633011806457e-01
2.497166544198989868e-01,2.827402267173022565e-01
2.482562959194183350e-01,7.175582990397805228e-01
3.037579059600830078e-01,8.180872382823305422e-01
3.548157215118408203e-01,7.155505828190723561e-01
2.953110933303833008e-01,6.678258997643188311e-01
3.388898372650146484e-01,7.827095912310797488e-01
2.371080964803695679e-01,0.000000000000000000e+00
2.877603173255920410e-01,7.993780516752840848e-01
3.039002716541290283e-01,7.999992252295410333e-01
2.662163078784942627e-01,7.999999992203696841e-01
2.438959628343582153e-01,9.157750342932403642e-01
2.375255674123764038e-01,9.310211293445557201e-01
3.450793027877807617e-01,9.330288455652637758e-01
2.583543062210083008e-01,9.332932361786904218e-01
3.113298714160919189e-01,9.333280530495944305e-01
2.601931691169738770e-01,9.333326379873265743e-01
2.112224251031875610e-01,9.333332417651348800e-01
3.260542750358581543e-01,8.175582869814169706e-01
3.262647688388824463e-01,8.023122024008451092e-01
3.310145139694213867e-01,8.003044875589589990e-01
4.113920927047729492e-01,8.000400971271056649e-01
3.085355162620544434e-01,8.000052802801126406e-01
4.301561713218688965e-01,8.000006953455293113e-01
2.312141656875610352e-01,8.000000915681355629e-01
3.314564824104309082e-01,8.000000120583553587e-01
3.048010170459747314e-01,8.000000015879317194e-01
2.616930305957794189e-01,8.000000002091103291e-01
2.983663082122802734e-01,8.327113850360116087e-01
3.278424441814422607e-01,8.333325585665002366e-01
2.139023840427398682e-01,8.333333325541806280e-01
3.499762117862701416e-01,7.175582990382814996e-01
2.328600585460662842e-01,8.180872382823357603e-01
1.213728040456771851e-01,9.471006514061790504e-01
2.275075912475585938e-01,2.974234053977958259e-01
3.153356909751892090e-01,8.660447183419508477e-01
3.289979398250579834e-01,8.666658918962076852e-01
2.565401494503021240e-01,8.327127609338779157e-01
3.456875681877136230e-01,7.993339170420571405e-01
2.864085435867309570e-01,9.157746795392679440e-01
2.083148658275604248e-01,9.310211293404598853e-01
2.192924320697784424e-01,9.330288455652465673e-01
2.802529633045196533e-01,8.175182018851376853e-01
3.127411305904388428e-01,8.350064904598166748e-01
1.957277804613113403e-01,0.000000000000000000e+00
3.599491417407989502e-01,9.824417009602194328e-01
3.343881666660308838e-01,9.976877960112222610e-01
2.864994704723358154e-01,9.996955122319305387e-01
3.525105416774749756e-01,8.841848685518042261e-01
2.880924344062805176e-01,6.666666666666665186e-02
2.858596444129943848e-01,8.666666666666666963e-01
2.908622026443481445e-01,9.824417009602194328e-01
3.515999317169189453e-01,9.976877960112222610e-01
2.825096547603607178e-01,8.839204779383775801e-01
1.625948995351791382e-01,6.939319486762836331e-02
3.551328182220458984e-01,8.333333333333333703e-01
