# actor_loss, critic_loss ,rewards
-7.114704251289367676e-01,5.838644504547119141e-01,7.175582990397805228e-01
-7.462602257728576660e-01,6.094717383384704590e-01,6.680887050563216745e-01
-7.563099861145019531e-01,6.258159875869750977e-01,3.333333333333336063e-02
-7.227654457092285156e-01,5.913478732109069824e-01,7.508916323731139597e-01
-7.442326545715332031e-01,6.201224327087402344e-01,7.014220383896550004e-01
-7.409147620201110840e-01,6.104071140289306641e-01,6.666666666666666297e-01
-7.509349584579467773e-01,6.169986128807067871e-01,6.667028763691292825e-01
-7.613231539726257324e-01,6.271894574165344238e-01,7.000000000000000666e-01
-7.391843199729919434e-01,6.067816019058227539e-01,6.666666666666666297e-01
-7.296243906021118164e-01,5.934479832649230957e-01,7.824402514068745651e-01
-7.428606748580932617e-01,6.176327466964721680e-01,6.819127705321883504e-01
-7.542119026184082031e-01,6.177277565002441406e-01,7.011195883950005481e-01
-7.204353809356689453e-01,5.915470719337463379e-01,7.002608967869646817e-01
-7.384105920791625977e-01,6.095590591430664062e-01,7.333333333333333925e-01
-7.483497858047485352e-01,6.198233366012573242e-01,7.333344535306894896e-01
-7.640874385833740234e-01,6.320151090621948242e-01,7.000000000000000666e-01
-7.491632699966430664e-01,6.242603063583374023e-01,7.000000000000000666e-01
-7.383924722671508789e-01,5.953231453895568848e-01,7.000000000000000666e-01
-7.268427610397338867e-01,6.016641855239868164e-01,7.000000013277017930e-01
-7.458397746086120605e-01,6.060248613357543945e-01,6.666666666666666297e-01
-7.343468666076660156e-01,6.017220616340637207e-01,6.666666666666666297e-01
-7.443109154701232910e-01,6.070642471313476562e-01,7.000000000000000666e-01
-7.227427959442138672e-01,5.922151207923889160e-01,6.666666666666666297e-01
-7.542004585266113281e-01,6.296223402023315430e-01,7.000000000000000666e-01
-7.400679588317871094e-01,6.048073768615722656e-01,6.666666666666666297e-01
-7.484220266342163086e-01,6.194478273391723633e-01,7.000000000000000666e-01
-7.441471815109252930e-01,6.117476224899291992e-01,6.666666666666666297e-01
-7.503065466880798340e-01,6.225608587265014648e-01,7.000000000000000666e-01
-7.306039333343505859e-01,6.046004891395568848e-01,7.333333333333333925e-01
-7.076654434204101562e-01,5.735231637954711914e-01,7.000000000000000666e-01
-6.876266002655029297e-01,5.582292079925537109e-01,7.000000000000000666e-01
-7.059624195098876953e-01,5.657855272293090820e-01,6.666666666666666297e-01
-7.224093675613403320e-01,5.982834696769714355e-01,7.000000000000000666e-01
-7.206229567527770996e-01,5.872056484222412109e-01,7.333333333333333925e-01
-7.493553757667541504e-01,6.232721805572509766e-01,7.333333333333333925e-01
-7.460873126983642578e-01,6.118549108505249023e-01,7.333333333333333925e-01
-7.423002719879150391e-01,6.098001003265380859e-01,7.000000000000000666e-01
-7.666133642196655273e-01,6.313530206680297852e-01,7.000000000000000666e-01
-7.460818290710449219e-01,6.091308593750000000e-01,7.000000000000000666e-01
-7.384409308433532715e-01,6.072304248809814453e-01,7.000000000000000666e-01
-7.463444471359252930e-01,6.217483282089233398e-01,8.157750342934514398e-01
-7.297878861427307129e-01,5.998086929321289062e-01,8.310211293445556313e-01
-7.429786920547485352e-01,6.075075864791870117e-01,8.330288455652637980e-01
-7.293999195098876953e-01,6.008207201957702637e-01,9.157750342935528920e-01
-7.283308506011962891e-01,5.970822572708129883e-01,9.310211293445557201e-01
-7.365551590919494629e-01,6.033848524093627930e-01,3.333333333333336063e-02
-7.465552091598510742e-01,6.173939704895019531e-01,6.842249657064471968e-01
-7.472456097602844238e-01,6.144962310791015625e-01,6.689788706554443687e-01
-7.528280615806579590e-01,6.215819120407104492e-01,6.669711544347362020e-01
-7.535859346389770508e-01,6.196383237838745117e-01,7.824817981148624035e-01
-7.545278668403625488e-01,6.211121082305908203e-01,7.976930762949612230e-01
-7.385081052780151367e-01,5.981238484382629395e-01,7.996962075779373569e-01
-7.293137907981872559e-01,5.983387231826782227e-01,7.999599944135554752e-01
-7.176026105880737305e-01,5.898094177246093750e-01,7.999947317746246567e-01
-7.554798126220703125e-01,6.302220821380615234e-01,6.842242719483730973e-01
-7.356874942779541016e-01,6.076773405075073242e-01,7.847538135899091438e-01
-7.120761275291442871e-01,5.847239494323730469e-01,0.000000000000000000e+00
-7.309747338294982910e-01,6.003434658050537109e-01,6.842249657064471968e-01
-7.366436719894409180e-01,6.007049083709716797e-01,7.847539049489972163e-01
-7.200450301170349121e-01,5.910971164703369141e-01,7.979922837792918777e-01
-7.586562037467956543e-01,6.265679001808166504e-01,7.997356093865733984e-01
-7.122141122817993164e-01,5.812420248985290527e-01,7.999651831290961468e-01
-7.455339431762695312e-01,6.104397773742675781e-01,9.157704493558206371e-01
-7.572827339172363281e-01,6.277317404747009277e-01,9.638917280025668388e-01
-7.302881479263305664e-01,5.988281965255737305e-01,0.000000000000000000e+00
-7.379873394966125488e-01,6.076298952102661133e-01,7.999999999999999334e-01
-7.370302677154541016e-01,6.003897190093994141e-01,7.999999999999999334e-01
-7.392889261245727539e-01,6.090766191482543945e-01,8.327113850086175217e-01
-7.631558179855346680e-01,6.308261156082153320e-01,8.333325585628742482e-01
-7.382895350456237793e-01,5.985310077667236328e-01,8.660433407867410560e-01
-7.573928833007812500e-01,6.216103434562683105e-01,6.666666666666665186e-02
-7.387465238571166992e-01,6.140461564064025879e-01,8.666666666666666963e-01
-7.177246212959289551e-01,5.817072987556457520e-01,9.824417009602194328e-01
-7.291177511215209961e-01,6.108091473579406738e-01,9.976877960112222610e-01
-7.660263776779174805e-01,6.397907733917236328e-01,9.658914644650052894e-01
-7.283200621604919434e-01,5.980311036109924316e-01,9.666264583138995947e-01
-7.137039899826049805e-01,5.871813893318176270e-01,8.508863520882870013e-01
-7.488214373588562012e-01,6.191927194595336914e-01,8.356448419761038915e-01
-7.139592170715332031e-01,5.840909481048583984e-01,3.333333333333336063e-02
-7.457246184349060059e-01,6.131352782249450684e-01,9.157750342935528920e-01
-7.201644182205200195e-01,5.883697271347045898e-01,9.310211293445557201e-01
-7.450938224792480469e-01,6.175822019577026367e-01,9.330288455652637758e-01
-7.760362625122070312e-01,6.450474262237548828e-01,9.332932361786904218e-01
-7.484308481216430664e-01,6.236234903335571289e-01,9.333280530495944305e-01
-7.546953558921813965e-01,6.262478232383728027e-01,9.333326379873265743e-01
-7.337532043457031250e-01,5.956223011016845703e-01,9.333332417651348800e-01
-7.230020761489868164e-01,5.905671119689941406e-01,9.333333212749698182e-01
-7.467550039291381836e-01,6.059865355491638184e-01,9.333333317454006739e-01
-7.444921135902404785e-01,6.145828962326049805e-01,9.333333331242229525e-01
-7.351675629615783691e-01,6.003158092498779297e-01,9.333333333057961534e-01
-7.344852685928344727e-01,6.064860820770263672e-01,2.666666666630403415e-01
-7.243722081184387207e-01,5.939037799835205078e-01,9.824417009602194328e-01
-7.360279560089111328e-01,6.064895391464233398e-01,9.638923291747313327e-01
-7.384401559829711914e-01,6.092939376831054688e-01,9.663620733401745433e-01
-7.335337400436401367e-01,6.045958995819091797e-01,0.000000000000000000e+00
-7.582316398620605469e-01,6.234949231147766113e-01,6.842249657064471968e-01
-7.380551099777221680e-01,6.058797836303710938e-01,6.689788706554443687e-01
-7.653220891952514648e-01,6.302012801170349121e-01,6.669711544347362020e-01
-7.200078964233398438e-01,5.880426764488220215e-01,7.000000000000000666e-01
-7.635753154754638672e-01,6.373922824859619141e-01,7.333333333333333925e-01
-7.244348526000976562e-01,5.874143838882446289e-01,7.333333333333333925e-01
-7.423528432846069336e-01,6.104421615600585938e-01,8.491084515707716385e-01
-7.507393956184387207e-01,6.193764805793762207e-01,8.643544747283850027e-01
-7.473325729370117188e-01,6.138166189193725586e-01,7.505871461929611854e-01
-7.319592237472534180e-01,5.977126359939575195e-01,8.513804746701314485e-01
-7.468175888061523438e-01,6.125876903533935547e-01,9.804287044833094322e-01
-7.559714317321777344e-01,6.202788352966308594e-01,9.974227100554152736e-01
-7.486488819122314453e-01,6.250745058059692383e-01,6.666666666666665186e-02
-7.259062528610229492e-01,5.934566259384155273e-01,8.327113850086175217e-01
-7.324151992797851562e-01,5.987526178359985352e-01,8.660005399738949228e-01
-7.454230785369873047e-01,6.117406487464904785e-01,8.327552700621095871e-01
-7.431149482727050781e-01,6.052245497703552246e-01,1.326686443658469106e-01
-7.465428113937377930e-01,6.154278516769409180e-01,6.842249657064471968e-01
-7.321878075599670410e-01,6.006352901458740234e-01,7.847539049489972163e-01
-7.411741614341735840e-01,6.173431873321533203e-01,9.137673180728446143e-01
-7.505974769592285156e-01,6.207834482192993164e-01,8.149817044375762265e-01
-7.221700549125671387e-01,5.885266065597534180e-01,8.019728993498044245e-01
-7.366917133331298828e-01,6.100082397460937500e-01,8.002598056756943246e-01
-7.466884255409240723e-01,6.132923364639282227e-01,8.327454203642953301e-01
-7.284846305847167969e-01,5.972159504890441895e-01,9.491125386355775406e-01
-7.399352788925170898e-01,6.133570671081542969e-01,9.643550559813025558e-01
-7.497607469558715820e-01,6.153697967529296875e-01,8.505872227360367077e-01
-7.383492588996887207e-01,6.166915297508239746e-01,7.198304161627727682e-01
-7.734110951423645020e-01,6.372677087783813477e-01,6.683861283564066502e-01
-7.319692373275756836e-01,6.061544418334960938e-01,6.670070443823435946e-01
-7.450744509696960449e-01,6.130498647689819336e-01,7.824869799396191317e-01
-7.421725988388061523e-01,6.076061725616455078e-01,9.134687938763162984e-01
-7.488317489624023438e-01,6.175976991653442383e-01,9.307174269031661673e-01
-7.211759090423583984e-01,5.886932611465454102e-01,9.329888518281261867e-01
-7.360458970069885254e-01,6.104824542999267578e-01,8.175129352201647714e-01
-7.366990447044372559e-01,6.094955205917358398e-01,8.023062301524497286e-01
-7.598433494567871094e-01,6.260406970977783203e-01,1.336370344233678009e-01
-7.557287216186523438e-01,6.211457252502441406e-01,8.333333333333333703e-01
-7.063632011413574219e-01,5.791468620300292969e-01,7.993780516752840848e-01
-7.373728752136230469e-01,6.133554577827453613e-01,7.999992252295410333e-01
-7.297870516777038574e-01,5.998317003250122070e-01,6.842249641184211528e-01
-7.297463417053222656e-01,5.892567634582519531e-01,0.000000000000000000e+00
-7.635408639907836914e-01,6.295853257179260254e-01,7.999999999999999334e-01
-7.509466409683227539e-01,6.249133348464965820e-01,9.157750342935528920e-01
-7.225680947303771973e-01,5.876758098602294922e-01,9.638923291747313327e-01
-7.442098259925842285e-01,6.151477098464965820e-01,9.663620733401745433e-01
-7.138413190841674805e-01,5.827254056930541992e-01,9.666265695111354583e-01
-7.360209226608276367e-01,6.007459163665771484e-01,3.333333333333336063e-02
-7.196215391159057617e-01,5.859221816062927246e-01,9.157750342935528920e-01
-7.289398908615112305e-01,6.006139516830444336e-01,9.638923291747313327e-01
-7.470623254776000977e-01,6.153269410133361816e-01,9.663620733401745433e-01
-7.298834919929504395e-01,5.925387144088745117e-01,6.666666666666665186e-02
-7.186712026596069336e-01,5.826822519302368164e-01,7.508916323731139597e-01
-7.265478372573852539e-01,5.980271100997924805e-01,7.356455373221110206e-01
-7.292096018791198730e-01,5.966722965240478516e-01,7.000000000000000666e-01
-7.552866339683532715e-01,6.212842464447021484e-01,7.000366512391716922e-01
-6.999575495719909668e-01,5.668297410011291504e-01,7.000052669419004614e-01
-7.494592666625976562e-01,6.209025382995605469e-01,7.000006952943561567e-01
-7.292512655258178711e-01,5.946894884109497070e-01,8.157751258616494638e-01
-7.615630030632019043e-01,6.338373422622680664e-01,7.152461071093662026e-01
-7.622344493865966797e-01,6.250396966934204102e-01,7.344527119611261590e-01
-7.110050916671752930e-01,5.821790695190429688e-01,8.493709784366543225e-01
-7.262782454490661621e-01,5.978938341140747070e-01,8.304480915470145996e-01
-7.151263952255249023e-01,5.905495285987854004e-01,7.172569065938438904e-01
-7.198773622512817383e-01,5.869247913360595703e-01,7.347206182801159224e-01
-7.408747076988220215e-01,6.027151942253112793e-01,7.336291354470524384e-01
-7.503302693367004395e-01,6.188974380493164062e-01,7.333727321176038982e-01
-7.325305938720703125e-01,5.989965200424194336e-01,7.333385233754534660e-01
-7.379893064498901367e-01,6.108052134513854980e-01,8.491090510960001003e-01
-7.286080121994018555e-01,5.989672541618347168e-01,3.333333333333336063e-02
-7.276821136474609375e-01,5.920318961143493652e-01,9.491083676268861069e-01
-7.223060131072998047e-01,5.923109650611877441e-01,9.643544626778890461e-01
-7.383717298507690430e-01,6.062113046646118164e-01,9.663621788985971017e-01
-7.525813579559326172e-01,6.297453641891479492e-01,9.666265695120236368e-01
-7.325478196144104004e-01,6.019062995910644531e-01,9.666613863829276454e-01
-7.444450855255126953e-01,6.160025596618652344e-01,9.995273062727237923e-01
-7.587818503379821777e-01,6.321355700492858887e-01,8.842245763604822395e-01
-7.255672812461853027e-01,5.957720279693603516e-01,8.689788583292684665e-01
-7.489106655120849609e-01,6.156541109085083008e-01,7.511961185527216145e-01
-7.374579906463623047e-01,6.055885553359985352e-01,8.514606685611951775e-01
-7.465893626213073730e-01,6.148508787155151367e-01,8.646642307021603635e-01
-7.153658866882324219e-01,5.913584232330322266e-01,7.506279371020677660e-01
-7.199032306671142578e-01,5.912308096885681152e-01,7.356108120189279731e-01
-7.335143685340881348e-01,6.029351949691772461e-01,7.336332482219712903e-01
-7.557439208030700684e-01,6.238319873809814453e-01,8.491478625916450973e-01
-7.630564570426940918e-01,6.290798187255859375e-01,8.643596636609025552e-01
-7.233964204788208008e-01,5.897457003593444824e-01,3.154712314285962882e-01
-7.221118211746215820e-01,5.832836627960205078e-01,8.666666666666666963e-01
-7.408288121223449707e-01,6.093400120735168457e-01,9.824417009602194328e-01
-7.647505998611450195e-01,6.321139931678771973e-01,9.976877960112222610e-01
-7.199187278747558594e-01,5.927211046218872070e-01,8.839204779383775801e-01
-7.369162440299987793e-01,6.113424301147460938e-01,8.689387735008015090e-01
-7.290318608283996582e-01,5.959761142730712891e-01,8.669658741509970179e-01
-7.677397727966308594e-01,6.352849006652832031e-01,8.327505821309476586e-01
-7.229638099670410156e-01,5.936554670333862305e-01,7.993390222938501211e-01
-7.220520973205566406e-01,5.951343178749084473e-01,7.999998595890865927e-01
-7.658024430274963379e-01,6.317790746688842773e-01,9.157751239332468929e-01
-7.095395326614379883e-01,5.742045640945434570e-01,0.000000000000000000e+00
-7.525520920753479004e-01,6.194663047790527344e-01,6.842249657064471968e-01
-7.570004463195800781e-01,6.256175041198730469e-01,7.014220383896550004e-01
-7.245053052902221680e-01,6.022094488143920898e-01,7.003009842373032479e-01
-7.332684993743896484e-01,6.048729419708251953e-01,7.000400835875809635e-01
-7.490662932395935059e-01,6.165816187858581543e-01,8.157803145505925224e-01
-7.386166453361511230e-01,6.098405122756958008e-01,7.152467903969533802e-01
-7.554336786270141602e-01,6.262392997741699219e-01,7.020078077889063684e-01
-7.103453874588012695e-01,5.756298899650573730e-01,8.160394369653429791e-01
-7.521228790283203125e-01,6.265381574630737305e-01,8.637793343195721008e-01
-7.404944896697998047e-01,6.058524847030639648e-01,7.505902355322785491e-01
-7.147049903869628906e-01,5.813980102539062500e-01,8.513810752983742569e-01
-7.539753913879394531e-01,6.223624944686889648e-01,8.307091440655042236e-01
-7.524725794792175293e-01,6.254960298538208008e-01,6.666666666666665186e-02
-7.448912858963012695e-01,6.177046298980712891e-01,8.333333333333333703e-01
-7.409946918487548828e-01,6.031253337860107422e-01,8.333333333333333703e-01
-7.356882095336914062e-01,5.979486107826232910e-01,7.175582990397805228e-01
-7.303248643875122070e-01,5.982924699783325195e-01,7.023122039887778056e-01
-7.074598073959350586e-01,5.764628648757934570e-01,6.666666666666666297e-01
-7.238082885742187500e-01,5.897777676582336426e-01,6.667033179058382553e-01
-7.428636550903320312e-01,6.103093624114990234e-01,7.000000000000000666e-01
-7.249575853347778320e-01,5.846887826919555664e-01,7.333333333333333925e-01
-7.253227233886718750e-01,5.987156033515930176e-01,7.000000000000000666e-01
-7.379856109619140625e-01,6.064945459365844727e-01,7.000000000000000666e-01
-7.274382710456848145e-01,5.971158146858215332e-01,7.000000000000000666e-01
-7.433044910430908203e-01,6.079962849617004395e-01,7.333333333333333925e-01
-7.362612485885620117e-01,6.069981455802917480e-01,7.333333333333333925e-01
-7.725489735603332520e-01,6.439237594604492188e-01,7.333333333333333925e-01
-7.493746280670166016e-01,6.122815608978271484e-01,7.333333333333333925e-01
-7.300854325294494629e-01,5.974864363670349121e-01,7.333333333333333925e-01
-6.996027231216430664e-01,5.672341585159301758e-01,7.333333333333408310e-01
-6.945692300796508789e-01,5.692456960678100586e-01,7.000000000000000666e-01
-7.330898642539978027e-01,6.046054363250732422e-01,7.000000000000000666e-01
-7.153796553611755371e-01,5.831332206726074219e-01,7.000000000000000666e-01
-7.371309995651245117e-01,6.067301034927368164e-01,7.000000000000000666e-01
-7.419937849044799805e-01,6.080585718154907227e-01,7.333333333333333925e-01
-7.093120813369750977e-01,5.724977254867553711e-01,8.491066185838175295e-01
-7.603260278701782227e-01,6.285551786422729492e-01,9.801294962282834922e-01
-7.526600360870361328e-01,6.232489347457885742e-01,9.973833082431490249e-01
-7.257207036018371582e-01,5.875864028930664062e-01,1.729198314260783909e-01
-7.314849495887756348e-01,5.994557142257690430e-01,7.508916323731139597e-01
-7.244102358818054199e-01,5.939927101135253906e-01,7.356455373221110206e-01
-7.417002916336059570e-01,6.105728745460510254e-01,7.000000000000000666e-01
-7.214179039001464844e-01,5.861824154853820801e-01,7.333333333333333925e-01
-7.421633005142211914e-01,6.051183938980102539e-01,8.491121072949633364e-01
-7.460849881172180176e-01,6.156642436981201172e-01,8.304140061517403248e-01
-7.048734426498413086e-01,5.796946883201599121e-01,8.657837322379094980e-01
-7.513325810432434082e-01,6.250299215316772461e-01,9.824013026115602232e-01
-7.488778829574584961e-01,6.119084358215332031e-01,9.976825173116262713e-01
-7.392712235450744629e-01,6.180076599121093750e-01,9.658907669988915368e-01
-7.257847785949707031e-01,5.973399281501770020e-01,0.000000000000000000e+00
-7.159587144851684570e-01,5.957720279693603516e-01,8.333333333333333703e-01
-7.293430566787719727e-01,5.968627333641052246e-01,7.175582990397805228e-01
-7.566197514533996582e-01,6.236933469772338867e-01,7.023122039887778056e-01
-7.390482425689697266e-01,6.100500822067260742e-01,8.160795220616222645e-01
-7.539553642272949219e-01,6.277338266372680664e-01,8.310612264991985576e-01
-7.407629489898681641e-01,6.107093095779418945e-01,7.172590915554500901e-01
-7.385233640670776367e-01,6.084494590759277344e-01,8.180478364736943897e-01
-7.415274381637573242e-01,6.128211021423339844e-01,7.973757370683305368e-01
-7.510056495666503906e-01,6.209725737571716309e-01,7.997341721532159609e-01
-7.239787578582763672e-01,5.962477922439575195e-01,9.157401271308588386e-01
-7.638078331947326660e-01,6.315290927886962891e-01,9.310165325575691098e-01
-7.237428426742553711e-01,5.851085186004638672e-01,8.172532059335072541e-01
-7.091064453125000000e-01,5.803042650222778320e-01,9.180470614123685813e-01
-7.382736206054687500e-01,6.041097044944763184e-01,9.313203263313956093e-01
-7.389246225357055664e-01,6.119578480720520020e-01,0.000000000000000000e+00
-7.340922951698303223e-01,5.993410348892211914e-01,7.175582990397805228e-01
-7.332247495651245117e-01,6.104320287704467773e-01,7.347553717229882153e-01
-7.287926673889160156e-01,5.996304750442504883e-01,7.336343175706366848e-01
-7.604654431343078613e-01,6.234178543090820312e-01,7.000000000000000666e-01
-7.376777529716491699e-01,6.040097475051879883e-01,3.333333333333336063e-02
-7.437565922737121582e-01,6.151098608970642090e-01,7.999999999999999334e-01
-7.325698137283325195e-01,6.008917093276977539e-01,6.842249657064471968e-01
-7.341131567955017090e-01,5.976763963699340820e-01,7.847539049489972163e-01
-7.621821761131286621e-01,6.388751864433288574e-01,8.307142314781371661e-01
-7.418569326400756836e-01,6.081454157829284668e-01,3.333333333333336063e-02
-7.654914855957031250e-01,6.399238109588623047e-01,8.327113850086175217e-01
-7.146146297454833984e-01,5.793071985244750977e-01,9.491080333766447330e-01
-7.259303331375122070e-01,5.872406959533691406e-01,9.305590768575441318e-01
-7.273271679878234863e-01,5.918293595314025879e-01,9.330287399216038446e-01
-7.633244991302490234e-01,6.285923123359680176e-01,2.666265695111404432e-01
-7.270998954772949219e-01,5.951317548751831055e-01,8.327113850086175217e-01
-7.406305670738220215e-01,6.085649132728576660e-01,8.660873063050876786e-01
-7.316942214965820312e-01,5.928198099136352539e-01,8.327526759138802470e-01
-7.330617904663085938e-01,6.030112504959106445e-01,9.491080526713452370e-01
-7.442021369934082031e-01,6.078034043312072754e-01,0.000000000000000000e+00
-7.496806383132934570e-01,6.278263330459594727e-01,7.999999999999999334e-01
-7.335870265960693359e-01,5.975216627120971680e-01,6.842249657064471968e-01
-7.611268162727355957e-01,6.283515095710754395e-01,6.689788706554443687e-01
-7.387726902961730957e-01,6.146534681320190430e-01,6.669711544347362020e-01
-7.223200201988220215e-01,5.917799472808837891e-01,6.667067638213096670e-01
-7.606316804885864258e-01,6.321976184844970703e-01,6.666719469504056583e-01
-7.390759587287902832e-01,6.063548326492309570e-01,6.666673620126735145e-01
-7.535923719406127930e-01,6.245522499084472656e-01,6.666667582348652088e-01
-7.451890110969543457e-01,6.145564317703247070e-01,7.000000000000000666e-01
-7.538844347000122070e-01,6.257628202438354492e-01,7.000000000000000666e-01
-7.432521581649780273e-01,6.067134141921997070e-01,7.333333333333333925e-01
-7.415899038314819336e-01,6.142976284027099609e-01,7.333333333333333925e-01
-7.527136802673339844e-01,6.163249015808105469e-01,8.491083608140308492e-01
-7.479932308197021484e-01,6.146811842918395996e-01,8.643544626713325352e-01
-7.409149408340454102e-01,6.100804209709167480e-01,8.324084864629456293e-01
-7.394689917564392090e-01,6.011341810226440430e-01,9.490679377267506878e-01
-7.586108446121215820e-01,6.312650442123413086e-01,8.485741480638823164e-01
-7.265216708183288574e-01,5.934507846832275391e-01,7.195653199144458334e-01
-7.531478404998779297e-01,6.189145445823669434e-01,6.666666666666665186e-02
-7.489044666290283203e-01,6.170710325241088867e-01,7.999999999999999334e-01
-7.504961490631103516e-01,6.140737533569335938e-01,7.999999999999999334e-01
-7.516446113586425781e-01,6.188176870346069336e-01,9.157750342935528920e-01
-7.395827174186706543e-01,6.024256348609924316e-01,9.310211293445557201e-01
-7.629970908164978027e-01,6.313105225563049316e-01,9.330288455652637758e-01
-7.400432825088500977e-01,6.047430634498596191e-01,9.661547374453491877e-01
-7.649743556976318359e-01,6.317795515060424805e-01,9.995083550325377653e-01
-7.039238810539245605e-01,5.729553699493408203e-01,8.842239718227450362e-01
-7.599445581436157227e-01,6.276193857192993164e-01,7.532037442438958008e-01
-7.536653280258178711e-01,6.262765526771545410e-01,7.359500130296914300e-01
-7.161906957626342773e-01,5.838190317153930664e-01,6.666666666666665186e-02
-7.278064489364624023e-01,5.992516279220581055e-01,8.666666666666666963e-01
-7.227094173431396484e-01,5.850284099578857422e-01,7.508916323731139597e-01
-7.325658798217773438e-01,6.032804846763610840e-01,7.356455373221110206e-01
-7.394011020660400391e-01,6.134052276611328125e-01,8.494128553949557014e-01
-7.136265635490417480e-01,5.898388624191284180e-01,8.643945598325318835e-01
-7.351166009902954102e-01,5.936985015869140625e-01,8.663674591823361526e-01
-7.619827389717102051e-01,6.339898109436035156e-01,7.508522305644778072e-01
-7.369000911712646484e-01,6.058950424194335938e-01,8.514153829001233076e-01
-7.330006957054138184e-01,5.957012176513671875e-01,9.804333014518681333e-01
-7.375201582908630371e-01,6.079964637756347656e-01,9.974233154175299321e-01
-7.582055926322937012e-01,6.267285943031311035e-01,9.996606835117735068e-01
-7.517830133438110352e-01,6.193518638610839844e-01,8.841802820536766028e-01
-7.547022104263305664e-01,6.256911158561706543e-01,8.689729863884129157e-01
-7.280629277229309082e-01,6.029859185218811035e-01,8.330135227208024240e-01
-7.348077893257141113e-01,6.046788692474365234e-01,1.667058838634478679e-01
-7.371666431427001953e-01,6.125656366348266602e-01,7.999999999999999334e-01
-7.496364116668701172e-01,6.220565438270568848e-01,8.327113850086175217e-01
-7.591881752014160156e-01,6.272507905960083008e-01,7.175567607980314344e-01
-7.601784467697143555e-01,6.318812966346740723e-01,8.180872352253839574e-01
-7.517046928405761719e-01,6.148528456687927246e-01,7.155505828126318413e-01
-7.482677698135375977e-01,6.147619485855102539e-01,7.344925570791641656e-01
-7.448765039443969727e-01,6.119251847267150879e-01,7.335995081982225052e-01
-7.470060586929321289e-01,6.166917681694030762e-01,7.333688320125041349e-01
-7.503391504287719727e-01,6.159368753433227539e-01,6.666666666666665186e-02
-7.094194889068603516e-01,5.682965517044067383e-01,9.157750342935528920e-01
-7.328298091888427734e-01,6.034897565841674805e-01,9.310211293445557201e-01
-7.520709037780761719e-01,6.237281560897827148e-01,9.330288455652637758e-01
-7.452404499053955078e-01,6.100916266441345215e-01,9.332932361786904218e-01
-7.269559502601623535e-01,5.949566364288330078e-01,9.333280530495944305e-01
-7.599948644638061523e-01,6.339533329010009766e-01,9.333326379873265743e-01
-7.345234155654907227e-01,6.001302003860473633e-01,9.661945741691532197e-01
-7.318763732910156250e-01,6.107864379882812500e-01,0.000000000000000000e+00
-7.386180162429809570e-01,6.076062917709350586e-01,7.999999999999999334e-01
-7.467114925384521484e-01,6.130054593086242676e-01,7.999999999999999334e-01
-7.544730901718139648e-01,6.174595952033996582e-01,9.157750342935528920e-01
-7.318866252899169922e-01,6.041179299354553223e-01,9.310211293445557201e-01
-7.151364088058471680e-01,5.845220685005187988e-01,9.330288455652637758e-01
-7.285365462303161621e-01,5.954979658126831055e-01,8.175182018851376853e-01
-7.428479790687561035e-01,6.101160049438476562e-01,8.023069237050387548e-01
-7.349097728729248047e-01,6.005351543426513672e-01,8.003037924220627319e-01
-7.429395318031311035e-01,6.079927682876586914e-01,0.000000000000000000e+00
-7.568546533584594727e-01,6.229485273361206055e-01,8.327113850086175217e-01
-7.461100816726684570e-01,6.109804511070251465e-01,7.993338733072282709e-01
-7.498349547386169434e-01,6.204233169555664062e-01,9.157746795194164902e-01
-7.240989804267883301e-01,5.870429277420043945e-01,2.643544626737930892e-01
-7.488200664520263672e-01,6.210643649101257324e-01,8.327113850086175217e-01
-7.140820622444152832e-01,5.806603431701660156e-01,8.660005399738949228e-01
-7.620018720626831055e-01,6.378359794616699219e-01,8.327552700621095871e-01
-7.317461967468261719e-01,6.004762053489685059e-01,9.491080538640784825e-01
-7.551726102828979492e-01,6.257203221321105957e-01,8.485794283492497092e-01
-7.297068238258361816e-01,6.067752242088317871e-01,9.511160838475894996e-01
-7.583436965942382812e-01,6.287175416946411133e-01,8.488438189977628445e-01
-7.495242357254028320e-01,6.199998855590820312e-01,9.511509007184982822e-01
-7.496044635772705078e-01,6.133405566215515137e-01,0.000000000000000000e+00
-7.440649867057800293e-01,6.150024533271789551e-01,9.491083676268861069e-01
-7.571964859962463379e-01,6.383041143417358398e-01,9.643544626778890461e-01
-7.453603744506835938e-01,6.177939176559448242e-01,8.505871446050443652e-01
-7.087861299514770508e-01,5.750297307968139648e-01,8.356054401674680721e-01
-7.535775899887084961e-01,6.194424629211425781e-01,7.178575065241110664e-01
-7.554475069046020508e-01,6.187731623649597168e-01,6.681278712171633272e-01
-7.290591001510620117e-01,5.981616377830505371e-01,6.669728384979211055e-01
-7.575194239616394043e-01,6.213175058364868164e-01,6.667074335375050564e-01
-7.322824001312255859e-01,5.943956971168518066e-01,6.666720368781308137e-01
-7.298340797424316406e-01,5.968177914619445801e-01,6.666673738617231448e-01
-7.291450500488281250e-01,6.038706898689270020e-01,7.824417940888128697e-01
-7.473948597908020020e-01,6.125712990760803223e-01,7.976878082750701315e-01
-7.484163045883178711e-01,6.153863668441772461e-01,9.154705481404756817e-01
-7.232788801193237305e-01,5.934947729110717773e-01,8.152059981090338248e-01
-7.384221553802490234e-01,6.126435399055480957e-01,9.177774702585285160e-01
