# returns,episode_length
1.191455188061135750e+01,1.600000000000000000e+01
8.290373637813763352e+00,1.300000000000000000e+01
2.252515065787835624e+01,3.800000000000000000e+01
1.055374713753893090e+01,1.700000000000000000e+01
1.151590724815326094e+00,2.000000000000000000e+00
5.385258306971215880e+00,8.000000000000000000e+00
6.249025315095155797e+00,8.000000000000000000e+00
8.418833555599210428e+00,1.400000000000000000e+01
6.607647470886279351e+00,8.000000000000000000e+00
1.526025869276931068e+00,3.000000000000000000e+00
7.218002865495676268e+00,9.000000000000000000e+00
8.942323516353431145e+00,1.300000000000000000e+01
1.915466627527797394e+00,3.000000000000000000e+00
7.612247032454761531e+00,1.300000000000000000e+01
5.054875948364737859e+00,8.000000000000000000e+00
3.471022183083353418e+00,5.000000000000000000e+00
2.679757485453851373e+01,4.000000000000000000e+01
2.026577738638908333e+00,3.000000000000000000e+00
9.002464761929447334e+00,1.500000000000000000e+01
3.969056437474032251e+00,6.000000000000000000e+00
2.569040996687545331e+01,4.000000000000000000e+01
2.415022582866029222e+00,3.000000000000000000e+00
5.359006997763100522e+00,8.000000000000000000e+00
1.147080537408859158e+01,1.700000000000000000e+01
2.386570706456780044e+00,3.000000000000000000e+00
2.277777777777778123e+00,4.000000000000000000e+00
7.502683312893190681e+00,1.200000000000000000e+01
5.302271520707400043e+00,7.000000000000000000e+00
4.471542616290944849e+00,7.000000000000000000e+00
8.818761335904971688e+00,1.200000000000000000e+01
1.766084161246174489e+01,2.800000000000000000e+01
2.860430311468461273e+00,5.000000000000000000e+00
7.523894597073589097e+00,1.000000000000000000e+01
9.193310713928394051e+00,1.300000000000000000e+01
5.858328008911569462e+00,8.000000000000000000e+00
1.914792682835692483e+00,3.000000000000000000e+00
1.175387563407930713e+01,1.900000000000000000e+01
1.915466627527797394e+00,3.000000000000000000e+00
8.466607048159039195e+00,1.200000000000000000e+01
2.190518506540439336e+00,4.000000000000000000e+00
1.948260453256513758e+00,4.000000000000000000e+00
5.501349537393826594e+00,9.000000000000000000e+00
1.355293663306715857e+01,1.500000000000000000e+01
5.691449159222597309e+00,7.000000000000000000e+00
3.052329759596621006e+00,4.000000000000000000e+00
1.914792682835692483e+00,3.000000000000000000e+00
5.774669597955027989e+00,9.000000000000000000e+00
7.613661493014398651e+00,1.300000000000000000e+01
3.496373532956059904e+00,5.000000000000000000e+00
9.557330051449204333e+00,1.300000000000000000e+01
6.220519796941354151e+00,8.000000000000000000e+00
2.694735223621520515e+00,5.000000000000000000e+00
3.088040141933510085e+01,4.000000000000000000e+01
4.358032111853483492e+00,6.000000000000000000e+00
2.998355916199362259e+00,4.000000000000000000e+00
3.747892465433543485e+00,5.000000000000000000e+00
3.584524246288723681e+00,5.000000000000000000e+00
2.581967253589692923e+00,4.000000000000000000e+00
6.607278833138170882e+00,9.000000000000000000e+00
1.874866863044739063e+01,2.700000000000000000e+01
2.415022582866029222e+00,3.000000000000000000e+00
1.268701446889647677e+01,1.600000000000000000e+01
3.443302880322762327e+00,5.000000000000000000e+00
1.332831429520135380e+01,1.600000000000000000e+01
1.311137451745629612e+01,1.900000000000000000e+01
3.252230400028619073e+00,5.000000000000000000e+00
3.503874483829256370e+00,6.000000000000000000e+00
2.602102495902093438e+01,3.500000000000000000e+01
1.574828872676838110e+01,2.100000000000000000e+01
6.001197610595910170e+00,8.000000000000000000e+00
2.030293025784414951e+00,4.000000000000000000e+00
6.721089525998391601e+00,1.100000000000000000e+01
1.332897636233171568e+01,1.900000000000000000e+01
3.363283036122542757e+00,5.000000000000000000e+00
1.213797069636980908e+01,1.700000000000000000e+01
2.276025869276931068e+00,4.000000000000000000e+00
1.410861889642239930e+01,2.200000000000000000e+01
7.637177615611017600e+00,9.000000000000000000e+00
5.469998650964932985e+00,9.000000000000000000e+00
7.637178612072164086e+00,9.000000000000000000e+00
4.526871818594563557e+00,7.000000000000000000e+00
4.945703092137457624e+00,8.000000000000000000e+00
4.360662583421377470e+00,7.000000000000000000e+00
3.219670642993973875e+00,4.000000000000000000e+00
4.914268155743906519e+00,6.000000000000000000e+00
3.892697197287171562e+00,6.000000000000000000e+00
3.334597762922951958e+00,5.000000000000000000e+00
6.722154336877737890e+00,1.100000000000000000e+01
4.889400123027891176e+00,8.000000000000000000e+00
6.190141803153804467e+00,8.000000000000000000e+00
7.308029611356305466e+00,1.100000000000000000e+01
2.663294702516365575e+00,4.000000000000000000e+00
8.779369874335582580e+00,1.300000000000000000e+01
5.609675125928886175e+00,1.000000000000000000e+01
7.636488970090904438e+00,9.000000000000000000e+00
7.083643999728075791e+00,1.000000000000000000e+01
8.216800503956827484e+00,1.000000000000000000e+01
4.916221607958639161e+00,7.000000000000000000e+00
